"query","frequency","source","intent","cluster","subcluster","closeness_to_fotolovi","competition_notes","serp_notes","interesting_findings"
"поздравления для свадьбы современные молодежные","6","Arsenkin Wordstat Russia left column","wedding","WEDDING","Левая; seed: современные свадьбы","near","","","real Wordstat expansion from seed: современные свадьбы"
"поздравления на свадьбу молодоженам современные","34","Arsenkin Wordstat Russia left column","wedding","WEDDING","Левая; seed: современные свадьбы","near","","","real Wordstat expansion from seed: современные свадьбы"
"прическа гостя на свадьбу фото","235","Arsenkin Wordstat Russia left column","wedding","WEDDING","Левая; seed: фото гостей на свадьбе","near","","","real Wordstat expansion from seed: фото гостей на свадьбе"
"проведение свадьбы современно","17","Arsenkin Wordstat Russia left column","wedding","WEDDING","Левая; seed: современные свадьбы","near","","","real Wordstat expansion from seed: современные свадьбы"
"программа на свадьбу сценарий для тамады современный","26","Arsenkin Wordstat Russia left column","commercial","WEDDING","Левая; seed: современные свадьбы","near","","","real Wordstat expansion from seed: современные свадьбы"
"программа современных свадеб","46","Arsenkin Wordstat Russia left column","wedding","WEDDING","Левая; seed: современные свадьбы","near","","","real Wordstat expansion from seed: современные свадьбы"
"пряники на свадьбу для гостей фото","8","Arsenkin Wordstat Russia left column","wedding","WEDDING","Левая; seed: фото гостей на свадьбе","near","","","real Wordstat expansion from seed: фото гостей на свадьбе"
"развлечения на свадьбе для гостей современные","20","Arsenkin Wordstat Russia left column","wedding","WEDDING","Левая; seed: развлечения для гостей на свадьбе","near","","","real Wordstat expansion from seed: развлечения для гостей на свадьбе"
"развлечения на свадьбе молодоженов и для гостей","5","Arsenkin Wordstat Russia left column","wedding","WEDDING","Левая; seed: развлечения для гостей на свадьбе","near","","","real Wordstat expansion from seed: развлечения для гостей на свадьбе"
"развлечения на свадьбу для гостей","235","Arsenkin Wordstat Russia left column","wedding","WEDDING","Левая; seed: развлечения для гостей на свадьбе","near","","","real Wordstat expansion from seed: развлечения для гостей на свадьбе"
